construction_name,construction_rotation,construction_center_lat,construction_center_lng,reference_point_lat,reference_point_lng,point2_lat,point2_lng,point3_lat,point3_lng,point4_lat,point4_lng
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),174,49.80233818107848,-97.08218374339401,49.801880727321624,-97.08314692694016,49.80192850562905,-97.08302963472252,49.802003429381124,-97.08310165126461,49.80194033718702,-97.08322802285907
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),59,49.802164408935056,-97.0823356172834,49.801794306391464,-97.08128621540023,49.80174785953629,-97.08148206000806,49.80170083202962,-97.08130260740592,49.8018427276018,-97.08140287281907
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),210,49.80231075481602,-97.0825993161157,49.80230607253171,-97.08379515072946,49.802300228455096,-97.08365674719732,49.80239847133078,-97.08364363803935,49.80236796935864,-97.08381480419825
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),124,49.80219110306923,-97.08196704780389,49.8014208330959,-97.08204323624358,49.80140839158053,-97.08217518276591,49.801509537035834,-97.08202454754968,49.80153883540113,-97.0821400343689
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),284,49.802291295252736,-97.08203580178684,49.80303193058248,-97.08237238788577,49.80294445062683,-97.08234294357,49.80299091565241,-97.08216157358748,49.803062709167776,-97.08221101408934
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),11,49.802333288033026,-97.08225163135336,49.80258898520249,-97.08112329966758,49.80256543060514,-97.0812571124863,49.80247633902462,-97.08126306432241,49.80253569024503,-97.08104756047481
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),55,49.8024275545507,-97.08199739464457,49.80210560061634,-97.08091054304406,49.802045725971865,-97.08104941585178,49.80200731977912,-97.08103362376355,49.80214865162587,-97.08103215025172
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),139,49.80251245798226,-97.08202820725077,49.80178116113564,-97.08241067846977,49.80177793263003,-97.08251362548208,49.80186372071752,-97.08235705662207,49.80190010248734,-97.08248710209581
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),294,49.8023645458177,-97.0823290118099,49.80313165270368,-97.08246121815142,49.80304220176572,-97.08245575778464,49.803051794132294,-97.08232700839918,49.80313308375998,-97.08228935237688
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),153,49.80220889091586,-97.08243142383765,49.80155903634724,-97.0830766359058,49.801630770978825,-97.08299366256063,49.80171281400297,-97.08305967132235,49.80163481302023,-97.08321274271424
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),132,49.802317023479155,-97.0820088224506,49.80156109332721,-97.08225036002996,49.8016472552959,-97.08221272652692,49.80166700627632,-97.0822920745179,49.80158869843172,-97.08240651887193
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),345,49.80245143145747,-97.08226806188046,49.80300049684411,-97.08142759006466,49.80294146554197,-97.08153186247593,49.802873324669775,-97.08140273864012,49.80293043104473,-97.08134635346248
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),129,49.802592786263894,-97.08214985254786,49.80182973316711,-97.08232976470248,49.80191704828042,-97.08229916904378,49.80192041653341,-97.08243024269912,49.80185229590679,-97.0824547580851
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),304,49.802265659010615,-97.08204711221566,49.80303592893401,-97.08197092123432,49.802947225015565,-97.08198961076236,49.802965768302215,-97.08180546877888,49.803003750019464,-97.08188573155564
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),335,49.80224637483025,-97.08253373470978,49.80288129607112,-97.0818537588489,49.80281147507301,-97.08194056445623,49.80274821393875,-97.08179807535087,49.8027874003498,-97.08178188271357
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),249,49.80221933537672,-97.08195306436286,49.80270142209454,-97.08288696946948,49.80264066338365,-97.08278510749317,49.80271811109327,-97.08265573460191,49.80276679602463,-97.0827919375977
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),152,49.80234501643247,-97.0823174280046,49.80168799299196,-97.08294497166507,49.80176065133289,-97.08286395039835,49.801810743443674,-97.08295250240685,49.80172593537804,-97.08302260998111
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),107,49.802232802229014,-97.08210183236366,49.801481811716044,-97.08182577347425,49.801452201941956,-97.08199681121808,49.801570166482676,-97.08184808207587,49.801538388318555,-97.08201950230226
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),79,49.80247970125351,-97.08226375077099,49.8019002635092,-97.08147375140999,49.80183534188065,-97.08157220870528,49.80197151665744,-97.08155771531537,49.80192178676138,-97.08168466230012
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),345,49.80225740282651,-97.08245299202285,49.802806468213184,-97.08161252357544,49.80274743691102,-97.08171679556878,49.802682861765234,-97.08160082581776,49.80274767983976,-97.08154646749658
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),269,49.80212194009071,-97.08214343524227,49.80278111223317,-97.08276555189937,49.80270153179937,-97.0827020304155,49.80275527525485,-97.08262303508013,49.80281462699271,-97.0826537504268
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),13,49.80229272919494,-97.08252437892884,49.80252285486102,-97.08138290972863,49.802502328754024,-97.08151791450759,49.80241875083398,-97.08148639663158,49.80243013693925,-97.08135956385757
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),89,49.80248622088076,-97.08206804920434,49.801827045408245,-97.08144594480665,49.80180977686956,-97.08161591179623,49.801906626487344,-97.08150946320242,49.80189196547827,-97.08161767429726
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),341,49.80234748766151,-97.08196591449523,49.80293305574702,-97.0811868341976,49.80286947363154,-97.08128447231506,49.80277554196911,-97.08119911160094,49.802878434334524,-97.08109797097286
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),75,49.802539768695816,-97.08239692067332,49.80199731020623,-97.0815462203302,49.8019168682937,-97.08167470007199,49.80206460951893,-97.08163768064526,49.80200900880389,-97.08176024631874
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),309,49.802362846122584,-97.08239875961232,49.80312589894086,-97.08221884264096,49.80303858391421,-97.0822494396574,49.803020035179465,-97.08211407824358,49.80311888109698,-97.08208910611572
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),29,49.802436629240255,-97.08209096032533,49.802454768695256,-97.0808954306142,49.80235035275367,-97.08101814413052,49.802384065198325,-97.08094178495169,49.80245905555478,-97.08103397133179
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),197,49.80214748709997,-97.08236156968069,49.80196930239629,-97.08352511726196,49.801983702802794,-97.08338822507807,49.802065873524235,-97.08339488474628,49.80204391924258,-97.08354755526507
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),257,49.80216779478261,-97.08234935003995,49.80272907902246,-97.08317021313077,49.802659761739115,-97.08308244404788,49.80269882236517,-97.08300774611038,49.80276047789324,-97.08301705034363
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),107,49.80211778098104,-97.082072908088,49.80136679046808,-97.08179684985437,49.80132405108536,-97.081954534325,49.8014551452347,-97.08181915840301,49.8014482587762,-97.08192240647898
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),129,49.80257592892356,-97.08212639457534,49.801812875826776,-97.08230630666732,49.80190019094009,-97.08227571101928,49.8019282965377,-97.0824031012507,49.80182476873696,-97.08241175945287
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),86,49.80228453722914,-97.08203083679265,49.80164727913299,-97.08135613734864,49.80164676629294,-97.08152665128465,49.80159599536036,-97.08145515678017,49.80172460556903,-97.08142602131437
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),112,49.80233879941945,-97.08219769958475,49.80157513753652,-97.0820240996807,49.801571361686975,-97.08212638141603,49.80166441101656,-97.08203439272496,49.801652742944185,-97.08220761511144
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),21,49.80224923956967,-97.08257384500581,49.802374591996845,-97.08139386480161,49.80236639258938,-97.08153198137767,49.80225996954439,-97.08158023572557,49.80228797188491,-97.0813840747372
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),282,49.802223403224275,-97.082201762113,49.80295600574283,-97.08257819080937,49.80286924231471,-97.08254403413756,49.80289647134247,-97.08240891788564,49.802961256073296,-97.0824356853735
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),269,49.8024751599699,-97.08250569167613,49.80313433211234,-97.08312781287214,49.80305475167855,-97.08306429092481,49.8031189183909,-97.0829282985116,49.80318287490952,-97.08299902145001
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),241,49.80221767847052,-97.08252579987278,49.802611184376104,-97.08355456814603,49.802560166843875,-97.08344059612057,49.802663209031536,-97.08333454895764,49.80270614549751,-97.08347660876942
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),130,49.80243342530174,-97.08204194986757,49.80167251498393,-97.08224246679166,49.8017594721639,-97.08220951494691,49.801760747042145,-97.0823577249301,49.80169982208897,-97.08239909201957
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),201,49.802465259706395,-97.08215244697462,49.80233989529897,-97.08333242633316,49.80234809734688,-97.08319431020907,49.802431468063936,-97.08319537265558,49.802405269206,-97.08330821859641
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),248,49.802508625201014,-97.0820834135913,49.802980118731945,-97.08303021778892,49.802920516676096,-97.08292672778107,49.803011251368936,-97.08279584847926,49.803082855270034,-97.08294711668421
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),323,49.80228869637569,-97.08215824340375,49.803000990202875,-97.08169765606215,49.80292104637846,-97.08176007284182,49.8028839362067,-97.08164622465787,49.80291887907534,-97.0815734620261
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),349,49.802165879409685,-97.08193213295485,49.80267576709062,-97.081034371422,49.80262157419909,-97.08114476923119,49.80255235742521,-97.08108052795183,49.80263124607831,-97.08098809863363
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),18,49.80233773919909,-97.08242604268811,49.80250277848374,-97.08125784150815,49.80248992486123,-97.08139510428498,49.80237630492058,-97.08134537445765,49.80241243878157,-97.08124153536954
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),150,49.802333447372206,-97.0821900114319,49.80166268871112,-97.0827816465038,49.80173712780015,-97.08270460331106,49.80179148112507,-97.08280946782332,49.80173190059794,-97.08288490332896
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),335,49.80227317097096,-97.08219571049533,49.80290809221184,-97.08151573425809,49.80283827121372,-97.08160253991346,49.80279339725219,-97.08150400824074,49.8028403899986,-97.0813890965128
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),172,49.80207823576356,-97.08226140788953,49.80159936490713,-97.08319926425422,49.80164975612361,-97.08308462757104,49.801719210652244,-97.08310120079578,49.801643334045565,-97.083293852213
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),85,49.802454271037746,-97.08210795166292,49.80182470998698,-97.08141612121099,49.80179277687437,-97.08154266178096,49.80190123745501,-97.08148808565821,49.80188542196637,-97.08156197514487
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),328,49.80247593737929,-97.0818904281173,49.80315961140387,-97.08133540496178,49.80308348290851,-97.08140838003308,49.80304290651481,-97.08129968710547,49.8030959662743,-97.08122187734007
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),160,49.80258924833511,-97.08230168382484,49.80199498867405,-97.08306479658594,49.80205966210535,-97.08296889628882,49.802095663338726,-97.08308562720919,49.80204944374944,-97.08316915469136
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),250,49.80237201679429,-97.08180182381666,49.80286454985038,-97.0827225539084,49.80280265299222,-97.08262235005925,49.80289273329297,-97.0824775904868,49.80294149795986,-97.08264508402735
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),311,49.802533295708535,-97.08231619851509,49.80329183104983,-97.08209512992278,49.803205258413975,-97.08213042986087,49.80314116991393,-97.0820022010845,49.803260489956045,-97.0820104609467
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),282,49.80232017081931,-97.08229464184744,49.80305277333787,-97.0826710712962,49.80296600990977,-97.08263691455612,49.80301996305673,-97.08254742636245,49.80305152794359,-97.08248004401521
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),224,49.80235395804794,-97.08183356820831,49.80253613610385,-97.0829956396748,49.802508854854935,-97.08286353724134,49.80256799232811,-97.08287575951627,49.802631929765795,-97.08295017160088
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),74,49.802287233216944,-97.08225296716523,49.80175443980397,-97.08138773277643,49.80174509567178,-97.0815690105847,49.80169669175514,-97.0815315322821,49.80182069863958,-97.08148099844365
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),295,49.802479063120856,-97.08187062491363,49.80324754237483,-97.08198206838682,49.80315804355422,-97.0819790276815,49.80316249317849,-97.08183616638148,49.80322252802635,-97.08180651446663
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),234,49.80240097065385,-97.08217385511199,49.802710622687215,-97.08326926036037,49.80266895022989,-97.08314650437512,49.80275181127625,-97.08307533945093,49.8027710925557,-97.08314808006389
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),7,49.80241708439258,-97.08216314808071,49.80272295922515,-97.0810651979161,49.80269343739131,-97.0811961393614,49.802574761165594,-97.0811207423274,49.802644074771976,-97.08102505837043
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),101,49.8021351138198,-97.08225545900504,49.801406861726704,-97.08185929039237,49.801405727635675,-97.08201456056858,49.80149322742726,-97.08189578556505,49.8014525470608,-97.08200642864111
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),221,49.802466889506405,-97.081930355498,49.80260956428531,-97.08310560904422,49.802586782711394,-97.08297147526329,49.802674710346004,-97.08294834136133,49.802687664210275,-97.08303424859591
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),85,49.802413358262974,-97.08218129162555,49.801783797212224,-97.08148946175822,49.80177054178511,-97.08164683195737,49.80186032468025,-97.08156142614465,49.80181034498124,-97.0816688561296
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),3,49.80223910475045,-97.08251103926938,49.80259366707053,-97.08144882568786,49.802558321823675,-97.08157625710538,49.80246634630399,-97.08146046367963,49.80251736435167,-97.08135607849331
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),17,49.80243903899329,-97.08202551810766,49.80261721204793,-97.08086195495514,49.80260281422121,-97.08099884958169,49.80251428353039,-97.08097341301345,49.802540325729176,-97.08077926381374
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),246,49.80233314437139,-97.08198630917062,49.802783023934026,-97.08295802778521,49.80272578929679,-97.0828513783821,49.80277892917227,-97.08281861802546,49.802854826289376,-97.08279960955676
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),270,49.8025645915803,-97.08199691968122,49.80323067103281,-97.08260112289962,49.803150387194954,-97.08253976243086,49.803178571589164,-97.0824507627964,49.80327269347673,-97.08251822427567
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),311,49.80234391138209,-97.08220663055332,49.80310244672337,-97.0819855628258,49.80301587408752,-97.0820208626258,49.80299570544682,-97.08188375127023,49.80307068527475,-97.08191424955292
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),17,49.802145970622185,-97.08227959139631,49.8023241436769,-97.0811160352872,49.80230974585015,-97.08125292908507,49.80221847883952,-97.08119244312552,49.802246865182475,-97.08103031819638
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),94,49.802358100337536,-97.08222396158159,49.801666438297175,-97.08169323742003,49.80163698219005,-97.08184340730335,49.801749289618854,-97.08174576788659,49.80170952860473,-97.08186388779275
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),342,49.802541970916266,-97.08204947789574,49.80311867406588,-97.08125467911574,49.80305620145395,-97.08135402205129,49.80303651515476,-97.08126220107216,49.803026408456,-97.08114699412734
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),19,49.802282307764294,-97.08202760181759,49.80243416300801,-97.0808551173671,49.80242285750465,-97.08099270661083,49.802332511185824,-97.08098756041633,49.802339920592594,-97.08081393335856
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),33,49.802381855380276,-97.08210114395065,49.8023461248238,-97.08090656802331,49.80227877187582,-97.08104017725569,49.80226026865984,-97.0809227894943,49.8023566386989,-97.08104430764578
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),50,49.80236255191199,-97.0819675814274,49.80210296126762,-97.0808413912465,49.80206639563427,-97.08105411303296,49.80203551505527,-97.08085033212923,49.802139007740344,-97.08096834906458
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),3,49.80225155728969,-97.08222604578319,49.80260611960979,-97.08116383192845,49.80257077436294,-97.08129126337876,49.80249032271019,-97.08124853796214,49.80253773157086,-97.08109517709467
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),145,49.802363383768174,-97.0820868379929,49.80166189648437,-97.08258564668239,49.80174038619904,-97.08251894833442,49.801800489841334,-97.0826234936916,49.801732296401916,-97.08272315958565
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),264,49.80233255405066,-97.08221919740878,49.80295422196522,-97.08292796219305,49.80287851763146,-97.08285393572868,49.80292457870064,-97.08274703056621,49.80297619829356,-97.08278167866246
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),161,49.80222111832776,-97.08221949300477,49.80163554501985,-97.08299855242343,49.80169912836228,-97.08290091871244,49.80176284742183,-97.0829565290862,49.80170837227223,-97.08305224816804
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),67,49.80225108988045,-97.08236550996473,49.80179032523836,-97.08140612403524,49.801773661245356,-97.08161615826393,49.80169788093994,-97.08153329337699,49.80184875412357,-97.08151120531888
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),87,49.8023292953877,-97.0823582704506,49.80168453435917,-97.0817009044933,49.80163272987241,-97.08181795656432,49.80176263620931,-97.08176868700689,49.80174301800139,-97.08187414551674
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),153,49.80243738461721,-97.08221479275444,49.801787530048564,-97.0828600078676,49.80185926468017,-97.08277703413086,49.80191104275554,-97.08289080881654,49.80185770542267,-97.08292428426941
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),197,49.802310426267745,-97.08211155555237,49.802132241564024,-97.08327510704952,49.80214664197053,-97.08313821440491,49.80223193199551,-97.08317008706867,49.802230488155196,-97.08329149931329
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),134,49.80215767179644,-97.08228920616948,49.80140764278073,-97.08257146969464,49.801492904566054,-97.08252920044039,49.8015285301187,-97.082649540774,49.801420694404875,-97.08270862508893
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),149,49.80247803427419,-97.08188588665763,49.80180071344809,-97.0824592961586,49.80187600903349,-97.08238427727353,49.801924275992896,-97.08250961556344,49.801822604719625,-97.08259521135514
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),128,49.80258695916788,-97.08218935687802,49.80182199572187,-97.08234860878365,49.80190964217228,-97.08232037874188,49.80192359274375,-97.08246443370298,49.80184877724757,-97.08252252050279
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),130,49.80250608053442,-97.0819366823714,49.80174517021661,-97.08213719959639,49.80183212739658,-97.08210424770218,49.80182111174089,-97.08222415114167,49.80177371633586,-97.08223760126936
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),347,49.802239139956576,-97.08212480586272,49.80276893923133,-97.08125516057007,49.802712292626644,-97.0813625609644,49.802643553496104,-97.08122686077164,49.80272727306317,-97.0812214528582
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),267,49.80254461758622,-97.08196787437943,49.803189374896455,-97.08262526076959,49.803111273773595,-97.08255747424687,49.803164903232705,-97.0823916621232,49.80324559836779,-97.08247041351804
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),286,49.80232332080325,-97.08217600285703,49.803071086580914,-97.08247233592952,49.80298299668156,-97.0824476398784,49.80303091421318,-97.08231267790809,49.80308727139993,-97.08233532439422
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),286,49.80234043879626,-97.08221047049548,49.80308820457392,-97.08250680367276,49.80300011467456,-97.08248210761289,49.80301295791077,-97.08235819347713,49.80309210634482,-97.08238573703511
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),251,49.802360857633,-97.08209421025285,49.80286368699662,-97.08300148170349,49.80280067084569,-97.0829029668504,49.80287085581897,-97.08277501647315,49.80293199159134,-97.08291495750089
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),340,49.80233373993555,-97.08219006322263,49.80292799458587,-97.08142693575525,49.80286332233484,-97.08152283968307,49.80277649730376,-97.08137912008114,49.80289731155672,-97.08127872153966
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),306,49.80208435083749,-97.0822336798266,49.80285243531679,-97.08211588507538,49.80276420641934,-97.08213935966306,49.802770197639354,-97.08200677914368,49.8028260688559,-97.08203696605943
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),179,49.802422722379646,-97.08242827229911,49.80202119097834,-97.0834495651556,49.80206218947883,-97.08332626723949,49.80214481299806,-97.08339282551032,49.80211228295734,-97.08350498242436
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),266,49.80232845580465,-97.08260711615289,49.802965709983845,-97.08328183397057,49.802888384317214,-97.0832119461697,49.80293550167302,-97.08308454667211,49.80301527811248,-97.08316613298885
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),71,49.80235379467464,-97.08205764060932,49.80185095822859,-97.08115038813662,49.801784461985825,-97.08125033281851,49.80191397583406,-97.08124889882369,49.80186795623433,-97.08136564332175
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),170,49.802265586753784,-97.0820137750849,49.8017658822269,-97.08292517036661,49.80181882495859,-97.08281332781522,49.8019061095198,-97.0828878443314,49.80183778081095,-97.08300876515362
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),118,49.80210822722818,-97.08222306646775,49.801337036704716,-97.0821740928137,49.80142651557463,-97.08216987185702,49.80144808242648,-97.08232447100566,49.80133910949575,-97.08230112995022
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),42,49.80254165066848,-97.08208304763595,49.80238574750615,-97.08091183662552,49.802338335064064,-97.08107771880654,49.80229677655313,-97.08097526243023,49.80241003905966,-97.08104533229523
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),242,49.802341296750406,-97.08218865303311,49.80274633105096,-97.08320662683407,49.8026940374768,-97.08309405139215,49.80276953296065,-97.08301757134483,49.802796482134625,-97.0830725941199
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),247,49.80218339467696,-97.08207967263957,49.80264415139933,-97.08303907548856,49.80258572415399,-97.08293399028972,49.80262540061148,-97.08286560710657,49.80268490895099,-97.08293392336311
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),1,49.80232192045211,-97.08215601582661,49.80270019325794,-97.08111361927746,49.80266199913583,-97.08123906212744,49.80261119575157,-97.08119404172645,49.80259374224035,-97.081073745825
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),44,49.802331420284666,-97.08218794683974,49.80214923060949,-97.0810258846599,49.80207115370428,-97.08121734782888,49.80206870418159,-97.08109782638964,49.80217651434997,-97.08115798487687
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),64,49.802122636073314,-97.08227707391248,49.80169491006202,-97.08128164328824,49.80167532193095,-97.08147367629208,49.80163303540661,-97.0813901387708,49.801749709324156,-97.08139131809862
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),354,49.80236747561015,-97.08194559681367,49.802824921384435,-97.08098239448309,49.80277714490279,-97.08109969065775,49.802693194171525,-97.08101627753301,49.80276056512581,-97.08089846920095
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),308,49.802197686508,-97.0821861796715,49.802962649735804,-97.08202692401383,49.8028750033559,-97.08205515519508,49.80284445508891,-97.08187919063535,49.80292807222371,-97.08191938106941
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),51,49.8025248765742,-97.08206841867116,49.802252639790595,-97.0809494157339,49.80224061049409,-97.0811759287724,49.802165608921364,-97.08101200748757,49.80229011085649,-97.08107537991579
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),142,49.80222616040878,-97.08185496532181,49.801508785219205,-97.08229620811942,49.801589420372366,-97.08223596572078,49.80162252722727,-97.08236869003629,49.80151743096344,-97.08243853546135
