construction_name,construction_rotation,reference_point_lat,reference_point_lng,point2_lat,point2_lng,point3_lat,point3_lng,point4_lat,point4_lng
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),136,49.801411410456176,-97.07759004987703,49.80136556778115,-97.07773801709443,49.80133552438114,-97.07763774241518,49.801411900080716,-97.07771043288066
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),81,49.801546588357326,-97.07663613644428,49.80147376152912,-97.07677668850226,49.80141817368692,-97.07660792650947,49.80147480405532,-97.07655380719913
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),349,49.80252606161744,-97.07652689545145,49.802450875914055,-97.07647740944192,49.80248732147206,-97.07632785637603,49.80258811054968,-97.07641862315126
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),322,49.80270710561539,-97.0769332484271,49.802657436114345,-97.07676644019006,49.80276597099106,-97.07677602648735,49.80278795828268,-97.07687396598108
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),135,49.80140840420813,-97.0775721899512,49.80131181810717,-97.07774020598436,49.801325648859105,-97.07762429662048,49.80143630292306,-97.07769657321545
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),145,49.80144736925892,-97.07774636534812,49.8013955702462,-97.0779432954455,49.801394874078575,-97.07781497927054,49.80147201706981,-97.07784478152126
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),141,49.80142943207693,-97.07767798155079,49.801385260616534,-97.07786798428194,49.801331128535814,-97.07772814997435,49.80149177638008,-97.07779603546851
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),105,49.80141385048924,-97.0770248333956,49.80139987163774,-97.07719358354612,49.80132456067201,-97.07711539203055,49.80132431521612,-97.07699496666365
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),60,49.80173822778792,-97.07639035532267,49.80165167217262,-97.07646054154758,49.80159756049327,-97.07636199512497,49.80168208810057,-97.07629248198518
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),5,49.80236833337596,-97.07636278765118,49.802256246432236,-97.07627272901107,49.80232903605093,-97.07619177504003,49.80240384586377,-97.07621347702772
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),265,49.80262339710463,-97.07793413287251,49.80264694683383,-97.07783214411624,49.802712454996765,-97.07785770933899,49.80269665267498,-97.07800264567932
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),349,49.80252606161744,-97.07652689545145,49.8024809980752,-97.07642192767634,49.802510275548244,-97.07631273444467,49.802578808563226,-97.07640546742883
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),312,49.80274013465353,-97.07711034894263,49.80269345469277,-97.07693514869031,49.80280120739159,-97.0769256617461,49.80280498160855,-97.07707719481203
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),106,49.80141069031486,-97.07704262942184,49.801396789997206,-97.07720275312637,49.80130857303406,-97.07710073234914,49.80131935301159,-97.07704417809647
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),319,49.80271910316226,-97.07698540244037,49.802646254628854,-97.07682879100565,49.80276547421547,-97.07679967608901,49.80280561507331,-97.07692993678477
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),97,49.801446237549015,-97.07688608815086,49.80138265929365,-97.07700927023757,49.80135304907303,-97.07693181078574,49.80134293438062,-97.07685749990486
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),246,49.80246301175346,-97.07817932213793,49.80248866494635,-97.07810026386365,49.802607403971145,-97.07824022080045,49.80251677476258,-97.0782846714753
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),198,49.80191817202102,-97.07834518385016,49.80189153786876,-97.07845243160816,49.802000760422345,-97.07835578035866,49.80198944176093,-97.07847546809865
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),6,49.802357570343524,-97.07635487561826,49.80227578879666,-97.07630143192907,49.80233915267658,-97.07618599352915,49.80238343099607,-97.07622192790635
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),228,49.802271258272675,-97.07832497123651,49.80238360897267,-97.07830560178584,49.80238528790274,-97.07840327236943,49.802293276439784,-97.07846747046213
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),87,49.80150370764965,-97.07672467733113,49.801484487232294,-97.07683292144188,49.80139567773982,-97.07683067663294,49.80142018870719,-97.07666780403115
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),70,49.80163972483726,-97.07649375108802,49.8015850539675,-97.07655379890991,49.801521426794054,-97.07651689684913,49.80156015308039,-97.0764187714769
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),68,49.8016584692339,-97.07647096541474,49.801573743341606,-97.07657818197745,49.801503046226124,-97.07649272049208,49.80160997152132,-97.0763934278452
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),291,49.802742812707606,-97.07749577893459,49.80275690102401,-97.07735968675402,49.802841495744595,-97.07737193422072,49.80281866173652,-97.07750834757661
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),167,49.80159720915881,-97.07807648496446,49.80153874448901,-97.07815216437353,49.801652929620005,-97.07813838244539,49.80163904809056,-97.07822609765556
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),240,49.802402498523406,-97.07823817259717,49.80247424543189,-97.07819231244446,49.80254644760605,-97.07825594598445,49.802452546967025,-97.07835353186032
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),9,49.80232476958707,-97.07633290216694,49.80220349198527,-97.076301864845,49.8022690125478,-97.07616250891432,49.80234887185423,-97.07620332439237
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),215,49.80211936385186,-97.0783690817041,49.80211213041917,-97.07851274799964,49.802226467088914,-97.07833249606351,49.80223371413553,-97.0785012555881
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),324,49.80269813542398,-97.07689905057457,49.80267896651092,-97.0767881566694,49.80275176590317,-97.07666786095007,49.80277642341997,-97.07684042520809
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),62,49.80171761904841,-97.07640887752237,49.80163151609553,-97.0764895576196,49.801592291650636,-97.07637771542396,49.80167203161841,-97.0763032794303
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),253,49.80252812940048,-97.07809873517519,49.802591169019024,-97.07806111191815,49.80268184817778,-97.07813506604717,49.80261812851407,-97.07820750811983
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),300,49.80275286142233,-97.07733055946288,49.80273634200869,-97.07718831453451,49.80284826339592,-97.07720495117188,49.80284187297442,-97.07732283064959
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),287,49.80273300202032,-97.07756801400424,49.802724441353966,-97.07741225204711,49.80280627174191,-97.07741551845947,49.80280406646329,-97.07757851369858
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),328,49.80267791235726,-97.07683221357573,49.80267302232173,-97.07673331800702,49.802706534711284,-97.07664145802089,49.80275204890662,-97.07676632843808
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),307,49.802749056412054,-97.07720156832386,49.8027188349153,-97.07712765291653,49.80281986544804,-97.0770393855669,49.80283337692402,-97.07718345346505
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),142,49.80143362679163,-97.07769525679477,49.80137697708173,-97.07789068468057,49.80135318081879,-97.07776276231726,49.8014756017361,-97.07775252289481
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),124,49.80138880079463,-97.0773717572242,49.80132661855385,-97.07753072246017,49.80127611747182,-97.07737248381548,49.80141386187922,-97.0775580934039
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),265,49.80262339710463,-97.07793413287251,49.802652614507856,-97.0777894435702,49.8027462191293,-97.07788718799713,49.802683722249256,-97.07799742787381
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),71,49.80163054798747,-97.07650552057055,49.801562116921936,-97.07659623187877,49.80149436878312,-97.07645847828144,49.80155763651591,-97.07639454601197
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),217,49.80214309411488,-97.07836579003569,49.80223311216331,-97.07835043993269,49.80226131743191,-97.07841957460953,49.80216975051177,-97.07851594073742
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),349,49.80252606161744,-97.07652689545145,49.80245011856907,-97.07644702579,49.802531143256495,-97.0763468106043,49.8025863056013,-97.07645368020401
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),220,49.80217851437554,-97.07835845208265,49.80223027585186,-97.07830141926259,49.80228772713387,-97.07846076862235,49.802210541826476,-97.07848257545143
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),143,49.801438015461166,-97.07771241598728,49.80140875893322,-97.07790117858447,49.80134892593459,-97.07774444073065,49.80144487276006,-97.07787333518648
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),107,49.8014077310817,-97.0770605081853,49.80139908736645,-97.07719918230869,49.80130510478632,-97.07720302411354,49.801324975068304,-97.07704601770543
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),142,49.80143362679163,-97.07769525679477,49.80138271273679,-97.07794847544609,49.80134103785423,-97.07773499053945,49.80148035548918,-97.07781358040246
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),111,49.80139792066494,-97.07713274135125,49.801371973475895,-97.0773152685191,49.80132014621007,-97.07721910432022,49.80131124842211,-97.07713227100845
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),51,49.8018356011104,-97.07632122818876,49.801779024074726,-97.07634237160073,49.80168997111201,-97.07624009141986,49.80179871904227,-97.07619984593833
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),277,49.80269449452957,-97.07774243813203,49.802720097750395,-97.07760490994534,49.80280034573035,-97.07765242260916,49.802790509793226,-97.07779183322033
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),109,49.801402418983024,-97.0770964921169,49.80136910399836,-97.07721282855728,49.80129345858852,-97.07725425798016,49.8013107021678,-97.077087356244
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),209,49.802047930900606,-97.0783712376397,49.80203186067805,-97.0784944605516,49.80215695900513,-97.07835398489249,49.80215813806595,-97.07852659332956
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),110,49.80140006773558,-97.07711458632443,49.801399673093506,-97.07729642413571,49.80130161643512,-97.07723740516626,49.80129382996978,-97.07710467625533
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),89,49.80149077243463,-97.07675567641765,49.801449386854785,-97.07693775866468,49.801347889079786,-97.07684981167885,49.80142967099975,-97.07669001822393
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),43,49.801927086233356,-97.07628026931735,49.801840886514704,-97.07631672936667,49.80181331778615,-97.07618304599202,49.801898422520374,-97.07618155147492
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),18,49.80222255249021,-97.07628332491205,49.8021075480045,-97.07625270970597,49.80213235716021,-97.07609335683662,49.802224560318564,-97.0761474388514
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),233,49.802327349443665,-97.07829399819062,49.8024145585242,-97.07826996004385,49.80244875926569,-97.07835359328088,49.802360180296176,-97.0784492358383
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),62,49.80171761904841,-97.07640887752237,49.801643891322406,-97.07648798111306,49.80163181482204,-97.07636401033231,49.80167266785923,-97.0763281966687
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),32,49.80205705844134,-97.07625690708858,49.8019700044322,-97.076269613516,49.80194945013591,-97.07614334685361,49.80203086234527,-97.07611228025047
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),349,49.80252606161744,-97.07652689545145,49.80245844171177,-97.07645531403841,49.80247313501022,-97.07633915520276,49.80257805702517,-97.07641995342587
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),83,49.80153163262154,-97.0766648709126,49.801448165891784,-97.07675306445641,49.80141727956796,-97.07671204553584,49.801458916970695,-97.0765811886987
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),180,49.80172000405648,-97.07822185807977,49.801695673687504,-97.07833643064565,49.801772163499905,-97.07823303456597,49.80174568672541,-97.07838489486403
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),211,49.80207175324156,-97.07837180716449,49.802171679601116,-97.07836887146607,49.80216137086548,-97.07853172553384,49.80208274768084,-97.0785167451324
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),60,49.80173822778792,-97.07639035532267,49.80166254451951,-97.07646530856208,49.80160378590631,-97.07636032464823,49.80168914292068,-97.07627401360867
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),246,49.80246301175346,-97.07817932213793,49.8025299960332,-97.07807901803761,49.80260827877136,-97.07825755331989,49.80250872857755,-97.07830452634659
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),9,49.80232476958707,-97.07633290216694,49.802242740702006,-97.0762401025241,49.80226228554178,-97.07615212121095,49.80236562152004,-97.07621928697404
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),150,49.80147404725599,-97.07782884670476,49.80144051521127,-97.07798575490594,49.8013970915695,-97.07792840926771,49.801531645793226,-97.07797052853212
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),139,49.8014216295633,-97.07764310399031,49.80139102948877,-97.07784834760858,49.8013379573437,-97.07768943955445,49.801459800907224,-97.07775653761871
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),91,49.8014785433593,-97.07678735602491,49.80140725241236,-97.0768891642139,49.80134520063634,-97.07686179180645,49.8014062868374,-97.07673523337363
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),299,49.802752573844664,-97.07734901186937,49.80272897144973,-97.07719943752609,49.80283714196539,-97.07719362736599,49.80283898166404,-97.0773580070824
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),94,49.80146155610936,-97.07683606676864,49.801427344661555,-97.07696564195686,49.80137535927386,-97.07691430629387,49.801385697394714,-97.07675436646129
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),184,49.80176172035488,-97.07825751370068,49.80173829082897,-97.07835745068988,49.80184043343619,-97.07830562315422,49.80181153985007,-97.0784371809363
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),18,49.80222255249021,-97.07628332491205,49.802140873411304,-97.07632750083495,49.80218458228636,-97.0761357996083,49.80223494414798,-97.07614305879483
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),170,49.80162360503285,-97.07811380712818,49.80156951544896,-97.07819108621273,49.80169931327585,-97.07819354917729,49.80162969932756,-97.07828910209818
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),353,49.80248950221521,-97.07647956294859,49.80241282236943,-97.07638061392291,49.80249044811111,-97.07631083617916,49.80253108451326,-97.07633391316519
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),271,49.80266218790791,-97.07784117210039,49.80266991699171,-97.07769688186322,49.80274194995402,-97.07776831987877,49.8027433239052,-97.07792434456456
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),188,49.8018049403569,-97.07828857396053,49.80176063250412,-97.0784163495747,49.80190763304277,-97.0783384590657,49.80184571589037,-97.07850658000503
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),11,49.80230250940018,-97.07631974415555,49.80221665025236,-97.07628019798587,49.802223338552004,-97.07615639989231,49.80231561159118,-97.07617642940878
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),204,49.80198855806203,-97.07836418523588,49.80203836419037,-97.0784028850745,49.80207441453577,-97.0785074225224,49.801999457639056,-97.07850678157583
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),349,49.80252606161744,-97.07652689545145,49.802435873203805,-97.07643372350195,49.80248643252185,-97.07633446630747,49.80258775582557,-97.07640833081518
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),133,49.801402997478995,-97.07753623986719,49.80136245922871,-97.07767378408874,49.80132238514745,-97.07761023326022,49.80142280402498,-97.07761286302858
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),188,49.8018049403569,-97.07828857396053,49.801760918170814,-97.07838817842072,49.80190268166828,-97.07832681850297,49.801905558561685,-97.07847807340282
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),174,49.80166069137864,-97.07816014427121,49.80161595213724,-97.07825467115941,49.801735001264824,-97.0782359684321,49.801707061249715,-97.07830816360644
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),146,49.80145233153799,-97.07776314517548,49.8014228302383,-97.07797914286748,49.80137437490433,-97.07782759245826,49.80148807262178,-97.07790122030899
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),104,49.80141721064225,-97.0770071255272,49.801372998355205,-97.07710456535534,49.80129449596259,-97.07707678373652,49.8013411214639,-97.07699217532594
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),117,49.80138935820105,-97.07724263795457,49.80138733306084,-97.07739247928808,49.80131017755771,-97.077443671074,49.80132045274105,-97.07724543297465
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),141,49.80142943207693,-97.07767798155079,49.80140066657475,-97.07789450264379,49.80134943739947,-97.07773539414261,49.80149547230322,-97.077802394777
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),30,49.802080883567974,-97.07625683133088,49.80202332432075,-97.0762341485197,49.801960865710036,-97.07609843124685,49.80205669520515,-97.07608866851037
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),329,49.80267238993142,-97.0768158588077,49.80259635529058,-97.07666578328661,49.802701622741985,-97.07662899058448,49.80276176344431,-97.07676258547717
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),345,49.80256040091256,-97.0765780640118,49.802507593021495,-97.07647973020136,49.80257073779307,-97.07639363672645,49.80262041252957,-97.07646936016624
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),53,49.801813375953245,-97.07633452745377,49.80173420841345,-97.07638870493776,49.80171631052337,-97.07624046765078,49.801766366657844,-97.07622309063477
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),118,49.8013886551745,-97.07726106305263,49.80128110511824,-97.07739555115523,49.801289142531814,-97.07726682097505,49.801404543737036,-97.07746399227993
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),55,49.80179146390326,-97.07634902035005,49.80171674459149,-97.07641178158254,49.80166166440424,-97.07631618964943,49.80174053162984,-97.07618869599435
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),224,49.80222526363506,-97.07834422062172,49.802315288664424,-97.07828285764789,49.802340205137654,-97.0784327379382,49.80225900618424,-97.07848249938093
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),288,49.80273575948654,-97.07755005748477,49.80275893061813,-97.07741987977566,49.80282756721382,-97.07743261389459,49.80283070708244,-97.07755676825829
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),2,49.80240006492093,-97.07638825266342,49.80231970117473,-97.07632212045883,49.802354213975725,-97.07620374988493,49.802417193418535,-97.07623998830695
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),65,49.80168751946178,-97.07643872160531,49.80162144449118,-97.0765028159366,49.80156718379665,-97.07642000700285,49.80165038884329,-97.07630869702
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),34,49.802033249534766,-97.07625827106396,49.801949935465146,-97.07628543348018,49.80194541426021,-97.07617520229385,49.802023099468215,-97.07611926913619
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),126,49.801390511169615,-97.07740857510916,49.80130972245626,-97.07757070844302,49.80132483465634,-97.07742963887233,49.80139446193151,-97.07756581210694
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),307,49.802749056412054,-97.07720156832386,49.80275463237501,-97.07702580166591,49.80282731258532,-97.07704815240878,49.80282529827836,-97.07715627347775
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),294,49.80274802277606,-97.07744100282636,49.802767200736284,-97.07730816684222,49.80284647213158,-97.07737107688398,49.80285606509601,-97.0774304224881
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),22,49.80217576617579,-97.07626938882945,49.80210362229036,-97.07626249478237,49.802093008172854,-97.07612123035784,49.80217450851577,-97.07615580693262
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),214,49.802107474526515,-97.07837024579851,49.80221071146556,-97.0783872779746,49.80218396689526,-97.07853458917506,49.80212310894327,-97.07849456055668
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),249,49.80249169483498,-97.07814629819194,49.802535052975195,-97.07802568665925,49.802650945446125,-97.07811724692523,49.80255243649811,-97.07824722691228
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),250,49.80250100302598,-97.07813477875199,49.80258180229917,-97.07809376737795,49.80259972058867,-97.07816716000315,49.80256288580265,-97.07822657436371
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),234,49.80233834640413,-97.07828690024306,49.80240225188621,-97.07825058302592,49.80246018945758,-97.07835645338449,49.80239085610904,-97.0784077709735
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),67,49.80166803107117,-97.07645995616481,49.80157343697919,-97.0765743958288,49.80154596333893,-97.07641096582606,49.801599624305794,-97.07634358759869
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),315,49.80273232887548,-97.077056318239,49.802702416989085,-97.07699165298106,49.80277885753479,-97.07690553869374,49.80280173567738,-97.0770252105763
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),229,49.80228261266614,-97.07831938529681,49.80235399680228,-97.07820200042151,49.802396341064416,-97.0783853626983,49.80230540525279,-97.07846638187058
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),277,49.80269449452957,-97.07774243813203,49.80270557605558,-97.0775609457387,49.80280590048335,-97.07758947495618,49.80277898622299,-97.07778823661164
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),142,49.80143362679163,-97.07769525679477,49.80142201332422,-97.0778656090645,49.80135523526575,-97.07776727324551,49.80144801697422,-97.07779276790704
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),56,49.80178063365175,-97.07635670894781,49.80174541275448,-97.07643564597285,49.801659978998735,-97.07627499718032,49.801746396615705,-97.07624305210761
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),79,49.80156218223199,-97.07660822813536,49.80149502831698,-97.07671993370913,49.80144642785754,-97.07667831656408,49.80149180151344,-97.0765285460029
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),172,49.80164188718806,-97.07813747716949,49.80158355833772,-97.07823169936185,49.80171469818687,-97.07821815307369,49.801679963601664,-97.07831872479078
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),349,49.80252606161744,-97.07652689545145,49.80245114571468,-97.07645566610427,49.80251311966085,-97.07635640974965,49.802590038782654,-97.07639666977016
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),37,49.801997630027216,-97.07626272836718,49.80192891978766,-97.07627694426412,49.8019037367741,-97.07616133898594,49.80199589545087,-97.07612976776983
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),305,49.80275118131423,-97.07723833537912,49.802776158276046,-97.07712747363085,49.802822196561586,-97.07703997594214,49.8028285340901,-97.07720510934863
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),99,49.80143697315057,-97.07692009630381,49.80143123435609,-97.07706868964212,49.80132581333193,-97.0769805972781,49.80137396732367,-97.07687195538797
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),144,49.80144259674875,-97.07772945390164,49.80140439019757,-97.07791832868196,49.80136367423505,-97.07777628002567,49.80144926407004,-97.07783831901362
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),159,49.80153334564995,-97.07796704143203,49.80152878837952,-97.07817445867164,49.80147907087833,-97.07805869359376,49.80157828474986,-97.07808476998926
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),329,49.80267238993142,-97.0768158588077,49.802642337527715,-97.07669295013447,49.80268919858729,-97.07657434537322,49.802770476641996,-97.07673570448743
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),345,49.80256040091256,-97.0765780640118,49.80245917502288,-97.07649567363386,49.80257158857977,-97.07639428173947,49.80262882633002,-97.07648016643907
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),44,49.80191546089337,-97.0762843012124,49.80185006968957,-97.0762803624528,49.801781854062305,-97.07622698527105,49.801901029469754,-97.07611897425683
